word,var0_embeddings,var1_embeddings,var2_embeddings,var3_embeddings
neurotic,17,9,23,9
Duane,16,17,11,13
cupboard,8,4,13,0
bare,21,16,10,0
Tunnel,10,5,22,16
administration,8,23,11,8
Suzette,21,0,14,0
assume,21,19,3,8
multitalented,17,17,10,23
Academy-award-winning,17,5,12,22
failed,13,23,21,15
motion-picture,13,8,8,23
portraying,15,1,15,14
cartoonist,24,6,16,2
Dubai,20,21,6,7
concrete,7,20,5,16
gin,15,18,1,2
trophy,11,15,20,0
DSL,11,7,15,12
M3,24,0,10,20
Manson,2,0,10,16
chromatology,19,11,13,11
BOC,13,20,18,8
luxury,15,23,20,17
liners,14,15,1,24
Cap,19,18,9,24
Trafalgar,15,6,12,0
Carmania,15,9,16,14
175,2,11,1,6
tons,11,18,16,3
tea,15,23,12,24
correspondent,8,8,23,4
Reuter,16,8,14,18
penalty,14,6,1,14
Avenue,22,11,20,18
Reading,22,15,2,15
Railroad,19,11,15,21
moxie,7,22,6,7
claws,11,13,13,13
pistol,7,17,10,7
acetylsalicylic,22,18,16,24
bloodhound,5,12,0,1
managing,8,17,14,8
Apricot,19,23,10,10
Arkansas,10,7,8,3
seashell,5,19,0,11
ear,23,0,7,7
CCT,22,3,0,21
diagram,12,22,3,1
nuclear-powered,11,12,16,6
Norwegian,11,11,12,17
Socratic,6,14,24,1
1830,11,6,16,2
soundtrack,19,23,12,2
amen,0,1,7,10
considering,18,7,10,15
climate,9,5,10,23
Swiss,23,16,10,3
Kilvington,6,6,0,11
slavery,7,22,24,7
redness,5,5,24,14
cheeks,5,14,1,7
blush,22,5,24,7
mythology,4,7,17,15
Mortgage,11,20,2,20
Lifter,2,18,16,17
earthquake,1,22,22,1
travelling,24,1,1,14
Charley,11,12,6,6
Fodor,15,6,5,17
scratch,7,14,1,7
Gregorian,13,21,18,16
Natchitoches,9,5,10,14
hormone,7,5,7,11
Tulip,24,24,21,24
Corsica,9,15,2,9
boats,11,14,7,1
edentulous,15,18,16,24
smile,15,11,1,15
quadruplets,20,6,12,16
left-handed,0,17,11,10
fool,13,17,13,0
oath,21,17,21,8
paradise,17,17,13,0
constitutes,15,9,15,17
somene,6,24,11,16
95,19,18,16,14
elephants,9,14,10,20
eels,9,2,19,9
Five,19,18,12,17
luggage,11,11,12,24
flier,22,12,20,21
goalie,10,7,21,23
permitted,3,19,19,23
1789,19,9,17,22
SED,5,3,24,11
Neither,22,23,23,10
borrower,13,19,23,22
nor,8,23,21,0
lender,8,10,21,23
spouting,7,5,24,5
newsmen,16,17,21,8
genie,17,16,21,0
conjured,21,17,21,9
Nancy,16,11,13,8
Chuck,19,23,11,23
exact,22,12,9,7
sunset,0,12,4,19
particular,12,22,3,7
Boris,15,3,20,17
Pasternak,15,11,5,17
Smithsonian,9,5,17,2
Leoncavallo,15,6,16,19
prologue,2,12,12,0
speaking,22,23,20,18
idle,7,7,7,5
believed,12,0,24,16
capture,14,12,1,0
Alexandre,16,9,14,13
Dumas,17,22,11,22
rhomboideus,12,7,14,12
minor,12,0,22,7
needs,4,10,2,3
Yousuf,13,22,11,8
Karsh,19,8,13,0
shiest,13,8,10,11
slime,2,11,15,14
assigned,21,6,16,14
Calypso,13,21,18,16
Grammys,18,8,12,3
WWF,1,5,6,7
wrestler,12,5,22,7
Rude,0,11,4,5
appointed,19,9,4,8
chair,19,11,17,0
Reserve,21,19,11,0
Isle,10,16,2,15
parasites,16,23,1,18
vending,7,21,4,7
Horlick,11,4,16,14
Vince,22,17,23,10
Lombardi,19,22,23,10
coaching,17,8,3,22
mathematician,8,17,17,10
Noble,0,22,2,10
Literature,17,17,17,8
past,8,17,2,0
MVP,8,17,1,10
circumnavigator,21,17,14,23
globe,18,17,4,23
Lizzie,11,12,7,5
Borden,5,22,4,5
fireplug,11,22,24,11
Lagos,9,5,19,15
hence,4,7,2,16
multicolored,0,19,15,0
cube,13,10,17,10
42.3,0,22,14,18
quintillion,21,8,17,18
potential,18,10,15,8
combinations,8,17,13,0
Saudi,18,7,22,3
Arabia,18,10,22,3
Montana,24,14,13,13
Bourbon,17,19,23,0
throne,16,19,21,0
abdication,16,19,14,9
Hope,23,21,7,5
bikini,6,1,0,7
bathing,0,1,1,7
suite,7,11,7,1
Percival,23,10,2,2
Lovell,2,5,10,14
concerning,3,7,2,16
custody,3,19,16,3
meerkat,5,0,24,20
kid,2,12,12,21
initial,7,16,24,4
identify,12,14,7,7
USSR,13,0,21,20
dissolved,20,14,1,24
Wile,10,19,18,14
Coyote,10,7,18,2
gallery,18,2,20,23
Westview,16,22,17,22
Funky,17,23,3,8
Winkerbean,16,8,15,9
Sellers,16,19,8,19
earns,13,10,15,15
hard,18,4,21,8
jerk,7,12,9,7
agricultural,24,1,6,17
dial,20,20,18,12
Pampas,17,11,10,8
limited,12,8,24,21
partnership,12,14,15,1
volley,6,14,0,1
cognac,13,16,12,13
G7,13,13,24,13
below,3,7,2,3
Cheerios,0,1,1,11
nihilist,5,22,5,11
Indonesia-Malaysia,15,22,15,14
7th,0,22,22,5
inning,0,0,6,11
conservationist,17,19,13,0
spokesperson,1,19,15,17
Post,1,11,23,8
Grape,17,16,14,23
Nuts,17,23,10,17
extended,1,3,7,7
Francis,10,15,2,16
hang,4,16,20,23
Mona,10,16,10,15
Lisa,2,2,20,15
Farmer,19,22,23,15
Almanac,18,17,13,10
tips,11,23,2,17
fireplace,15,18,2,0
pelvic,19,23,15,6
Styron,1,9,23,24
Madeira,18,18,4,9
classified,14,21,4,1
EENTY,14,12,16,12
hearts,24,0,11,15
octopus,18,8,18,12
Hinckley,1,5,7,5
Jodie,23,0,24,5
Foster,6,22,7,5
peasant,15,15,15,0
canonize,13,8,10,16
Freddy,7,0,9,7
Freeman,12,0,7,5
non-conformist,8,17,15,0
abstract,21,10,3,8
Dripper,16,16,17,8
ninjitsu,12,24,24,7
kung,1,1,24,1
fu,11,1,7,7
mascot,17,11,15,17
Notre,11,11,1,6
Dame,24,4,16,6
sensitive,15,23,1,17
Frenchman,17,16,14,0
necessary,8,23,3,8
Amish,0,22,7,20
Nasty,17,8,14,8
bog,5,5,7,11
Burkina,18,15,17,10
Faso,18,15,20,23
come-on,22,9,15,23
Buy,22,9,14,17
lavender,16,16,13,19
bovine,5,0,24,20
dummy,8,17,21,15
degree,22,8,3,8
Northwestern,8,16,14,8
arms,22,23,6,0
Harlow,2,12,12,19
1932,11,1,6,2
clitoridectomy,5,0,0,11
