word,var0_embeddings,var1_embeddings,var2_embeddings,var3_embeddings
lb-@,27,21,13,7
Canadian,25,11,14,27
Marcelo,14,23,27,20
Andrea,23,28,28,20
Malta,12,10,0,12
Sparta,30,0,29,15
Yugoslavia,27,10,12,9
tie,22,5,26,30
Korea,30,14,4,13
championships,14,27,26,11
beginning,13,21,14,14
Andrei,31,28,28,20
ninth,13,16,13,12
homer,5,31,9,5
Eindhoven,30,30,5,10
included,19,31,19,17
ATHLETICS,15,5,13,8
Stephen,31,28,28,11
Greece,18,30,15,9
MATCH,4,27,19,12
appeal,3,16,26,5
playing,14,25,14,7
RTRS,25,22,21,6
JOHANNESBURG,12,30,12,12
body,12,27,14,12
village,4,4,30,4
paid,23,16,7,14
overnight,10,27,14,21
Coast,21,30,29,9
sources,14,27,18,19
decided,2,25,14,12
Palestinians,19,11,28,10
?,22,21,6,26
offered,10,16,14,26
turned,13,27,14,25
doing,5,5,13,8
Nepal,21,30,15,9
banks,10,21,7,26
remained,13,27,14,12
Albanian,25,1,0,0
rest,15,27,14,19
drug,14,27,14,12
Sales,13,27,14,14
Central,29,14,15,15
eastern,12,27,19,19
traders,26,26,17,17
things,12,31,14,12
kept,14,21,14,12
walked,14,27,14,14
Bob,23,15,27,20
LG,27,13,21,16
For,26,5,6,26
Serbs,25,11,24,10
nation,19,27,14,19
soldiers,12,27,19,12
carrying,15,27,14,19
low,19,27,3,12
You,23,16,6,21
situation,9,9,9,12
hope,15,27,14,19
aircraft,12,27,27,12
H@,28,5,14,26
Toyota,29,0,31,15
Melbourne,16,14,5,6
copper,4,31,7,4
students,22,22,14,21
Association,7,7,26,16
OB,14,13,2,6
Heerenveen,25,13,2,5
Feyenoord,25,13,16,5
Bayern,1,13,2,5
lap,13,16,12,8
felt,12,27,14,14
economy,14,27,14,12
sector,26,21,14,12
voting,14,27,19,12
settlement,4,20,19,19
francs,10,16,19,22
Meri,31,4,25,27
sides,6,16,18,17
passenger,15,27,14,22
increased,14,27,14,12
federal,23,5,9,30
numbers,14,27,14,19
Ford,29,13,23,18
Greek,25,11,0,13
=,22,26,26,14
Port,20,6,6,18
looked,23,27,14,8
open,3,27,3,19
bad,13,27,14,14
diplomat,14,27,14,19
border,4,19,19,19
stop,19,20,17,3
currently,22,16,18,7
diplomatic,12,27,14,12
Last,15,27,14,14
range,14,25,14,12
Q@,29,27,7,26
target,22,26,14,14
Wall,29,8,15,23
Revenue,14,27,14,12
export,26,21,6,4
suspect,15,21,27,21
Jones,24,24,2,24
Greg,23,28,24,20
Rose,24,13,1,8
Tom,23,15,24,20
thought,14,27,14,12
Surrey,17,22,2,5
Yorkshire,8,13,2,2
Thorpe,24,4,27,8
Salim,11,24,24,20
Malik,12,4,24,8
Asif,11,15,28,20
Moin,14,28,25,20
December,0,26,14,26
Muster,8,4,1,27
Francisco,20,15,29,24
score,14,21,14,21
Bulgaria,18,30,0,9
preliminary,3,27,14,12
Brazilian,7,1,0,0
SYDNEY,12,30,10,9
Jeff,31,28,27,20
straight,23,16,9,7
Pedro,23,15,27,20
ethnic,0,22,19,3
terms,22,26,18,26
ruled,9,25,30,26
born,20,31,13,8
medical,14,16,14,12
key,4,21,14,12
whole,26,21,14,21
Martinez,27,4,27,24
SEOUL,12,30,4,12
described,4,5,26,26
whose,10,27,14,12
old,14,27,14,12
deficit,15,16,14,22
sign,11,20,30,3
anything,14,27,14,12
less,14,27,14,14
nothing,26,16,14,21
session,0,21,7,7
emergency,4,27,14,30
officer,2,31,13,12
Desk,7,24,5,6
Irish,18,13,8,0
Dhaka,27,10,5,23
leave,4,27,12,21
small,0,19,18,19
unchanged,26,16,18,7
heart,12,27,19,19
News,16,0,15,16
operation,10,27,14,19
unit,7,26,18,26
mln,10,16,17,7
tender,7,16,6,21
biggest,0,16,6,21
able,14,27,14,19
Prix,27,11,15,10
Benetton,30,13,3,6
van,20,31,27,8
losing,9,16,18,7
Pauli,21,30,5,9
Schalke,16,2,29,18
rain,10,21,27,21
defeat,5,5,7,26
Jamaica,11,30,8,12
Burundi,11,30,0,12
letter,5,21,30,30
Arab,29,12,0,15
presidential,2,27,26,30
different,15,27,19,8
girls,13,31,9,8
delayed,12,27,12,12
impact,26,16,7,21
chance,0,28,18,8
investment,22,22,18,7
truck,26,21,18,21
Bradford,17,13,16,6
Monaco,30,22,1,6
Auxerre,26,13,2,2
Doetinchem,30,7,5,9
Leverkusen,30,0,3,2
spokeswoman,9,5,13,5
fire,19,27,27,19
poll,15,22,7,7
trip,12,27,14,14
convention,14,27,14,14
Yamaha,27,13,3,5
delivery,14,21,14,21
Paulo,11,15,29,24
tonne,10,16,14,21
C,14,27,14,26
activity,22,21,14,7
Blackburn,8,13,2,6
dangerous,14,16,14,14
rival,14,5,14,30
buying,22,16,14,25
figure,26,21,14,14
ATHENS,11,3,8,9
Toronto,25,2,29,9
Syria,12,10,12,9
negotiations,26,16,7,21
fired,15,28,18,7
arms,14,6,19,14
Levy,21,4,24,23
broke,2,9,13,30
KDP,26,13,2,6
positions,14,27,14,19
wounded,4,19,13,12
land,19,19,19,19
flight,4,31,13,30
Albania,12,30,0,12
blamed,10,16,9,7
twice,2,25,13,11
chairman,2,28,14,8
Financial,13,0,26,13
list,26,21,6,26
expressed,3,9,14,30
calls,26,27,14,21
Cash,12,1,18,4
Data,7,14,3,22
union,15,27,19,19
avoid,22,16,18,21
"+@,@",30,28,13,21
revised,15,16,30,21
health,23,25,19,12
Tim,23,15,27,20
Norman,27,4,1,27
Craig,31,28,28,20
winner,13,5,14,8
am,14,25,14,12
job,12,27,14,12
four-day,4,22,26,26
Leicester,9,7,8,23
Hampshire,30,2,2,6
Crawley,24,4,1,8
To,15,21,21,14
Inzamam-ul-Haq,14,29,25,20
Mujtaba,12,1,25,8
Scottish,18,11,0,13
Brown,24,4,27,27
WITH,13,5,13,14
midfielder,5,5,14,5
Patrick,14,15,27,20
Slovenia,11,30,0,12
OUT,5,5,7,5
drew,14,27,13,12
Jonathan,23,24,28,20
Stich,25,23,25,27
Oakland,16,22,16,5
double,15,27,27,25
RBI,20,13,24,23
Philip,25,2,16,28
Nijmegen,30,30,26,9
Raymond,31,28,27,31
Max,23,4,25,24
Miguel,25,15,25,24
road,12,27,14,12
accident,22,16,6,7
Note,22,26,26,21
costs,14,16,14,21
something,14,27,14,12
cases,26,5,7,7
University,18,14,29,16
book,15,17,27,19
above,14,27,21,14
development,26,21,19,21
remain,15,27,14,19
helped,20,5,14,14
F,19,19,17,0
ordered,23,5,14,12
Government,15,16,14,21
books,23,5,14,5
pts,14,21,14,12
common,26,21,6,25
mark,14,27,12,11
centre,14,31,13,14
forced,13,17,12,11
guerrilla,23,16,6,25
damage,19,27,19,19
murder,13,27,13,14
When,13,5,13,14
limited,12,20,19,11
deputy,12,27,14,11
sought,22,21,18,25
Bremen,30,14,5,2
Cologne,30,19,5,5
Stuttgart,21,14,5,2
bomb,14,27,14,14
relations,13,27,14,12
cannot,14,27,14,21
incident,3,26,18,21
issues,23,16,14,14
losses,14,27,14,12
Calcutta,18,30,12,9
approved,15,27,18,17
billions,14,22,14,14
effect,26,21,14,21
Jakarta,9,14,5,9
looking,14,27,14,25
William,20,15,28,24
GRAND,19,11,17,10
Portsmouth,30,14,5,6
SECOND,4,26,13,11
shortly,22,21,18,21
injury,12,16,14,12
Hansa,16,18,21,5
Rostock,5,30,22,13
hurdles,26,26,6,12
Warsaw,16,14,5,9
heavy,14,6,14,7
Gencor,27,13,29,6
gross,14,27,7,12
governor,5,5,13,11
bid,2,5,14,5
King,9,1,9,4
child,15,27,27,17
trader,19,27,19,19
Zenith,17,13,2,5
food,13,5,14,26
products,10,16,14,3
Wigan,26,13,2,5
Newcastle,30,22,29,6
Bristol,21,14,5,6
Simon,31,28,24,31
Hanwha,26,13,29,6
Lotte,25,10,2,28
Ssangbangwool,31,2,3,2
Nantes,16,22,2,6
Nice,17,13,5,5
II,7,3,21,10
Sittard,13,30,22,1
Groningen,1,13,2,5
Waugh,24,13,1,8
ransom,13,27,13,11
kidnapped,24,20,18,11
wife,12,25,14,12
WINS,8,20,13,7
Brady,25,29,1,24
Singer,20,1,24,29
armed,23,16,16,7
wheat,4,27,30,4
Medical,7,15,5,9
Slovak,20,11,0,0
Sao,28,14,5,15
Barcelona,30,19,5,5
Madrid,30,30,29,9
exchange,23,31,14,21
peso,14,26,14,12
Banharn,16,4,25,28
victims,10,16,7,7
responsible,23,31,18,21
needed,23,31,30,11
proposed,15,27,19,11
measures,15,27,14,11
Spanish,25,1,8,0
cattle,13,27,19,12
imports,22,22,18,7
snapped,13,27,14,12
BEIJING,12,12,12,10
People,7,8,3,16
registrations,7,9,7,7
vehicles,6,21,26,25
announcement,2,16,19,21
cabinet,14,21,14,12
C$,25,11,8,0
January,14,27,14,14
NATIONAL,18,1,17,17
appeared,12,27,14,12
Both,13,21,30,26
spot,19,27,27,19
Peres,8,4,25,24
attempt,14,5,18,8
hand,10,5,18,30
invited,14,27,14,19
port,4,4,19,4
Gulf,31,8,8,13
..,14,0,14,14
bought,7,16,18,7
starts,6,16,7,7
rises,22,21,18,22
data,26,16,6,21
surplus,26,16,7,25
customs,14,27,14,12
Arantxa,14,15,28,16
Chang,27,4,25,27
retired,13,27,14,12
Gloucestershire,31,13,3,2
Leicestershire,27,13,3,2
W.,28,15,0,31
Atherton,24,29,27,20
Salisbury,24,4,27,27
w-@,14,1,21,14
THIRD,14,27,21,11
Daniel,23,15,27,20
Ferreira,11,29,1,24
Marc,23,28,24,20
Black,0,10,10,10
immediate,19,27,19,19
Qualifier,13,26,26,12
Andre,28,28,28,20
Cincinnati,16,13,21,6
within,25,16,18,21
Milwaukee,16,13,3,5
Florida,18,14,5,15
giving,26,16,14,7
blood,4,27,30,30
Boston,27,8,8,15
eighth,2,16,9,25
NAC,21,13,16,5
Breda,5,30,5,13
SUMMARY,14,26,14,22
Dortmund,7,30,26,9
broken,15,21,14,7
Angel,20,29,27,27
Belarus,11,30,0,12
others,14,27,14,14
Maria,31,23,27,24
Home,7,30,26,25
previously,22,21,21,21
majority,24,16,18,17
protection,15,16,19,19
researchers,22,16,6,7
Three,13,31,26,7
Following,22,21,19,25
survey,7,16,6,21
programme,6,21,6,8
faces,12,27,14,12
wins,0,26,18,11
hour,6,21,14,30
And,22,16,18,7
D,14,27,14,26
kills,12,22,14,14
faction,6,16,18,25
system,14,21,14,12
introduced,14,27,14,14
boat,23,9,6,21
Argentine,13,11,0,13
Former,19,27,19,19
Officials,9,5,7,7
noted,12,27,14,19
wants,4,5,14,4
starting,10,16,6,7
Sale,22,11,21,4
convicted,15,27,14,19
Council,13,30,26,13
Algeria,18,3,0,9
suspected,22,16,14,7
Frankfurt,27,14,15,9
Frank,11,24,27,20
along,14,5,14,30
act,15,27,14,14
polls,4,27,12,12
charge,13,5,14,14
among,13,16,9,11
supply,14,25,19,25
religious,10,21,18,17
boost,26,16,14,12
hard,13,16,14,14
WELLINGTON,30,30,0,12
marks,14,26,14,14
though,15,16,14,11
move,22,16,7,26
PRIX,24,11,15,15
Hill,24,4,1,8
sixth,10,26,26,14
seventh,0,27,14,25
forward,4,1,12,4
Ethiopia,11,30,12,9
Nancy,25,2,16,23
Christie,21,4,1,24
What,10,16,19,26
issued,22,16,14,21
W@,0,2,18,26
Samsung,26,6,2,2
your,23,27,12,21
Old,18,20,11,13
BELGRADE,12,30,0,12
pact,15,27,27,26
Tsang,20,23,24,24
clashes,14,27,14,12
PKK,27,13,2,5
thousands,14,25,14,7
foot,12,19,14,14
Queen,9,22,16,18
DEM,25,11,0,13
driver,10,22,14,12
Turnover,10,17,7,7
consumer,4,16,27,21
reform,24,16,18,19
line,26,21,18,26
Traders,14,21,19,12
concern,15,16,14,21
entered,23,21,18,21
firm,0,16,26,30
Mitsubishi,29,13,5,15
Did,2,31,7,14
rugby,19,27,3,11
Oldham,26,13,1,2
Final,6,5,14,30
Birmingham,30,3,8,31
Preston,31,13,1,6
Guingamp,1,13,29,5
Graafschap,25,13,16,18
Vitesse,1,18,31,5
Arnhem,13,30,5,9
Bayer,1,13,21,5
Freiburg,8,14,5,5
Arabia,30,14,27,13
Sudan,27,7,5,9
Five,13,1,14,13
young,23,21,7,7
Pakistani,31,11,0,15
employees,10,21,14,21
Tour,17,24,24,17
stages,15,25,18,19
Celica,15,11,15,27
Kawasaki,27,0,3,5
Queensland,28,30,5,9
Auckland,17,14,5,9
Armstrong,13,4,27,27
commission,14,27,14,12
changed,22,16,18,21
Weizman,17,4,25,1
parliamentary,5,27,9,12
IVAC,17,13,3,6
Olsza,23,3,27,28
filed,22,16,14,7
premium,26,16,18,21
Dealers,10,25,7,14
bill,15,27,14,14
post,15,27,18,21
Rabobank,30,13,3,2
debate,13,5,9,8
MFS,8,13,2,6
Barrick,25,13,2,6
CDU,29,18,16,16
rules,14,27,14,12
Boardman,24,4,1,24
Gazprom,27,13,29,2
SEP,15,17,19,17
Gas,7,25,26,1
sheep,10,27,13,11
study,22,16,14,21
farm,13,27,14,11
auction,10,16,7,25
opposed,15,25,14,19
motor,24,16,3,19
AG,7,30,5,13
Athens,25,14,29,2
UK,21,30,15,9
LAST,26,21,14,26
Middle,12,10,8,20
fly,4,27,12,19
territory,12,27,14,12
ending,2,21,18,21
crisis,14,27,7,12
Bridge,30,30,29,4
Our,4,5,14,25
travel,30,31,18,4
documents,5,27,14,19
headquarters,4,26,19,19
Saddam,14,15,28,28
evening,4,27,14,21
Six,15,5,14,21
failure,10,27,27,25
unrest,7,21,18,7
markka,26,16,21,26
balance,22,16,7,21
joined,9,21,18,7
raised,5,16,18,30
danger,4,27,27,21
Golf,24,17,10,24
Mickelson,24,4,27,27
Fred,23,28,27,23
Sven,16,28,28,16
Gloria,27,2,16,28
Bistrita,0,7,0,13
Gilbert,23,28,27,20
winners,22,28,7,17
RACING,12,21,12,12
daughter,24,5,7,8
Vicario,12,11,27,29
El,16,8,31,28
Championship,24,19,15,24
Campbell,8,4,1,31
Colchester,8,18,5,6
Cardiff,17,3,5,5
Glamorgan,30,13,3,6
Northampton,8,19,15,5
Sussex,20,13,3,2
Northamptonshire,27,13,3,2
Nottinghamshire,30,2,2,2
Warwickshire,30,13,2,6
Worcestershire,30,22,3,2
Lancashire,30,13,2,5
SCOREBOARD,19,27,19,19
Scoreboard,15,27,13,19
SQUAD,13,26,13,11
Rios,27,4,1,8
Kenneth,23,28,24,31
Rafter,24,23,1,27
Woodbridge,20,13,20,27
O'Brien,27,4,27,27
fast,7,16,7,21
EUROPEAN,17,12,17,17
qualifying,22,27,14,12
Estonia,18,30,0,12
Prague,21,14,5,18
captain,6,5,13,26
Tony,23,28,28,20
Centre,30,25,29,4
Adrian,23,29,27,20
qualifier,2,27,14,12
Christian,28,15,0,24
AMERICAN,18,8,17,17
CAPS,14,27,14,21
Louis,16,15,29,22
pitch,13,5,13,11
crowd,14,27,14,14
single,15,28,14,3
history,19,27,19,19
interim,3,21,14,26
career,13,20,13,4
Tigers,25,0,29,2
progress,26,16,6,19
grand,2,27,13,4
Carl,23,28,28,20
equal,22,16,14,12
revenue,26,27,14,21
Court,30,30,26,16
states,12,27,14,19
Hospital,20,8,20,31
wrote,24,16,18,17
surgery,12,27,14,3
involved,14,25,12,12
especially,22,16,6,25
often,26,21,14,21
industrial,10,17,14,19
AUG,4,31,14,26
goods,13,27,14,12
subject,13,27,14,19
show,13,16,14,25
doctors,22,25,6,21
opens,10,21,18,10
Austrian,30,11,0,0
Huber,31,4,27,27
although,14,27,14,12
shooting,12,27,27,4
flew,14,26,13,12
coast,19,25,19,4
kill,12,5,14,14
resume,26,25,26,30
legal,4,27,27,12
why,3,5,18,26
mother,4,27,14,21
suicide,13,5,14,8
Moody,29,18,16,16
Rating,4,27,30,4
Amount,10,27,12,14
Democrats,19,11,24,10
quite,22,21,18,21
Department,7,7,29,22
TV,7,21,26,25
western,4,31,19,4
table,23,21,6,21
airports,4,4,19,4
fans,13,27,14,12
America,18,3,5,31
fact,4,26,14,19
accept,5,16,7,21
wrist,23,9,3,21
Fox,14,29,4,28
House,30,2,29,4
every,4,25,3,11
begin,4,5,19,19
shareholders,9,16,7,7
profits,26,16,18,22
pulled,23,16,14,21
cuts,26,6,14,26
lending,6,22,6,21
followed,12,27,12,12
Tokyo,27,3,8,23
FORECAST,14,22,19,14
Other,22,16,7,26
Indonesian,31,13,0,28
involving,9,16,9,7
Gold,26,22,6,0
conflict,14,22,19,26
deals,15,16,14,19
Mika,16,28,28,28
UNION,30,30,5,1
Charlton,8,2,1,6
streak,13,21,14,21
handed,26,16,18,7
Bundesliga,25,0,0,0
SUMMARIES,14,26,26,14
Svetlana,31,28,28,28
Masterkova,24,4,28,6
finish,23,16,14,30
Commonwealth,27,19,1,18
Santos,9,13,1,5
friendly,5,27,18,8
guilty,13,27,12,14
DIV,26,21,7,21
N,7,25,26,25
release,26,6,30,7
stake,9,16,18,21
field,15,25,19,14
Vienna,28,30,15,9
suspects,15,1,14,4
church,22,21,21,21
minority,15,27,19,19
soldier,13,21,14,11
ends,15,25,18,25
telephone,22,26,7,21
Amman,12,10,8,9
ANKARA,12,12,0,12
considered,3,1,18,3
USDA,27,13,2,5
Senate,16,0,1,2
friend,20,5,14,3
Tamil,18,7,8,23
king,2,27,14,19
Diana,14,4,2,27
B,14,27,14,12
building,12,27,27,19
Securities,28,0,29,16
weaker,4,31,3,3
first-half,10,21,7,22
traffic,6,21,7,21
worked,13,16,18,12
university,12,27,14,12
Shanghai,18,7,5,18
Makinen,27,4,25,8
Ferrari,17,13,31,15
suspended,13,27,14,11
Helens,7,30,22,1
Vale,28,7,26,22
GKS,28,13,3,18
Hyundai,26,6,5,6
Haitai,30,13,2,6
LEADING,15,21,13,11
Bastia,8,13,3,5
Lille,25,22,29,5
Metz,27,22,29,5
Montpellier,8,13,29,2
RKC,29,18,21,18
Willem,21,18,21,16
Tilburg,9,15,28,9
Utrecht,8,13,5,5
Volendam,27,22,3,6
Bochum,30,14,3,2
Arminia,30,18,21,18
Bielefeld,5,30,0,25
Moenchengladbach,24,30,26,9
Karlsruhe,30,13,21,6
Werder,18,13,29,5
Duesseldorf,9,30,0,9
Nicaraguan,7,11,0,0
west,4,31,19,4
sex,14,27,14,25
dismissed,6,25,7,7
Brisbane,16,22,5,5
Colorado,18,3,15,18
cycling,14,22,26,26
seek,14,19,12,4
War,25,0,15,24
suit,22,16,7,21
Celsius,19,11,24,29
merger,5,16,7,21
income,22,22,19,14
join,26,21,6,14
speak,15,27,14,14
grade,15,27,14,14
politicians,20,27,14,11
speech,15,27,19,17
Karachi,17,14,8,9
M@,19,5,12,13
done,5,5,13,21
loan,26,16,7,17
unc,4,27,13,4
recovery,22,21,7,4
Soyoil,23,16,7,7
Lloyd,29,18,16,28
lei,14,21,12,12
determine,3,5,26,21
mad,23,16,7,21
required,26,21,14,19
BSE,20,11,0,0
draft,26,21,14,14
almost,14,5,14,12
items,14,27,14,19
Now,15,27,14,14
towards,26,16,19,14
cars,14,27,6,7
registered,14,27,14,12
registration,22,27,27,8
abroad,4,21,27,4
weak,15,27,12,12
posted,23,16,14,21
together,23,1,14,21
Third,4,1,30,30
PM,12,5,19,8
secretary,5,5,14,5
S&P,29,13,16,6
NOTES,26,16,18,7
Lehman,29,13,31,6
waiting,12,27,19,12
plays,2,16,14,21
ambassador,4,1,14,12
committed,13,27,30,4
captured,4,27,19,3
Kurdistan,29,2,29,9
funds,15,25,14,21
Yasser,14,10,28,31
Afghan,25,11,17,10
evidence,8,31,14,8
ties,19,20,14,19
arrives,13,5,13,12
Beirut,21,3,8,23
Speaker,9,20,30,8
battle,12,5,19,19
violations,26,16,7,21
mixed,0,16,18,21
fiscal,3,21,30,3
outstanding,14,16,21,21
Capital,7,30,26,13
afternoon,4,26,19,19
truce,15,16,14,25
social,26,16,6,21
Trade,7,15,26,25
Finance,8,22,3,5
quickly,23,9,14,14
questioned,9,16,7,4
necessary,3,5,19,5
AKRON,12,19,5,6
Royal,28,18,1,16
sprint,26,6,3,7
ran,13,31,14,5
Games,24,24,15,24
owned,23,25,14,21
Nathalie,14,28,28,20
spoke,13,27,18,25
COUNTY,17,29,17,17
Durham,8,13,29,2
Kent,30,13,2,2
FINAL,5,5,14,11
Hussain,20,12,27,8
lbw,2,5,18,21
Everton,26,13,16,6
Tillstrom,8,4,1,27
Rosset,20,4,25,9
Stoltenberg,24,23,27,27
Ruch,8,2,1,23
Wales,30,30,4,12
Sion,30,2,2,5
DE,29,15,22,1
doubles,2,26,3,7
Sampras,8,4,25,27
------------------------,13,5,19,26
Ecuador,11,14,0,12
Enqvist,23,23,27,27
Javier,11,15,27,20
Yankees,16,0,21,2
WEDNESDAY,15,21,13,12
THURSDAY,15,21,13,11
Philadelphia,16,13,5,6
Montreal,16,22,5,23
With,12,5,12,14
allowing,14,27,14,11
became,14,27,14,19
Derek,23,24,24,20
Mike,23,29,24,20
capped,23,27,14,11
earned,5,20,14,11
inning,22,16,7,26
GENEVA,11,30,12,12
Marco,31,23,27,24
RECORD,14,21,12,12
Woosnam,24,4,25,27
Roe,24,29,25,27
Gary,28,28,28,31
Andrew,31,28,27,20
Price,15,17,10,17
UEFA,25,13,23,18
Portugal,11,19,0,12
bus,4,27,12,21
towns,4,27,14,19
program,24,17,18,11
significant,15,16,21,21
sees,6,26,18,7
seeking,6,16,18,25
lose,23,16,7,21
closing,0,1,3,3
Oxford,25,13,16,5
Several,19,27,19,19
pressure,24,19,3,19
provide,26,21,6,7
shown,15,16,14,25
Graf,24,23,27,28
Slam,24,11,15,24
Coetzer,11,4,27,28
Playing,9,16,9,7
Soccer,7,21,26,25
finally,13,5,13,7
Guinea,11,30,12,20
enough,12,16,12,11
presence,4,27,30,21
south,3,5,30,4
mine,4,31,14,4
heard,22,25,26,19
appear,7,16,18,7
interests,3,16,18,21
leads,26,25,18,7
BANGKOK,9,30,0,9
Beijing,27,14,8,12
CAIRO,12,4,0,12
Islamic,18,0,0,2
trillion,10,22,13,12
gained,7,22,18,7
stable,14,21,14,3
+@-@-@,4,6,9,21
organisers,3,26,3,30
jailed,14,26,14,12
Lincoln,27,19,2,23
struggle,10,26,7,26
demanded,12,27,19,4
organisations,10,21,19,21
shows,26,6,14,14
Berlin,17,30,0,12
drop,22,16,14,21
Delhi,11,25,29,4
injuries,13,16,14,8
Bangladesh,9,30,0,9
investigation,9,28,9,7
father,12,27,14,14
Kashmir,11,30,12,9
planning,12,27,14,12
direct,5,16,30,4
growing,14,21,27,12
recovered,23,9,13,30
suffering,26,5,26,12
knew,23,5,13,8
training,13,31,13,11
outlook,10,21,13,4
revenues,22,9,7,7
hurt,15,25,14,19
operations,4,1,14,19
Power,16,11,5,15
Thailand,21,10,15,12
launched,14,27,14,12
HK$,25,11,0,0
JAKARTA,12,30,8,12
tight,12,5,14,14
Super,25,19,24,18
worth,22,16,6,21
initially,22,16,18,25
example,15,20,3,19
Soviet,20,12,8,27
version,15,25,18,11
BELGIAN,17,13,0,13
Jacques,31,24,4,28
Jean,23,28,24,20
Schumacher,17,4,27,27
Tranmere,26,13,5,6
Grimsby,26,22,5,5
K.,28,28,28,20
@.@-@-@-@,3,7,14,26
striker,9,20,14,14
midnight,4,27,14,19
mostly,26,21,18,25
seedings,23,27,7,3
Rubin,27,4,27,20
Germain,7,7,26,22
performance,10,27,14,25
Diego,16,15,20,1
Roger,20,28,24,20
Colin,23,15,28,20
Johan,31,28,28,16
cup,7,16,18,7
Lankan,15,24,15,24
estimates,26,26,30,30
include,6,16,18,7
newsdesk,4,27,13,12
Taibe,17,14,22,2
thing,14,27,14,25
driving,26,16,6,7
homes,22,22,14,21
crime,26,27,26,21
WARSAW,27,30,8,12
Yugoslav,25,13,0,27
black,12,5,14,14
houses,14,27,14,19
protests,26,27,14,21
Kurd,25,11,31,10
autonomy,26,22,14,14
threatened,15,27,14,19
farmers,7,22,18,7
Gov,14,27,14,14
Corporation,7,29,28,16
bit,14,27,14,12
X,14,27,6,25
challenge,9,16,14,8
Jordanian,31,13,8,15
Index,19,17,15,24
boxes,26,21,14,12
addition,26,16,19,21
Inc.,7,30,28,1
hijacked,0,22,18,21
Prince,28,4,20,10
large,14,27,14,12
purchase,6,26,18,26
largely,26,27,6,21
improve,26,21,6,21
assembly,5,31,13,21
a.m.,24,21,17,21
missing,23,9,13,12
intervention,26,16,9,5
nil,14,21,19,14
secret,23,16,12,14
Company,7,30,30,25
RALLYING,15,17,19,11
Lakes,24,24,10,24
Rally,19,11,10,24
pair,20,27,14,11
Irani,31,2,1,27
Aberdeen,27,13,2,2
Chelsea,31,2,2,6
Crystal,16,13,16,16
Palace,7,30,5,9
Barnsley,26,13,5,5
Huddersfield,26,13,2,5
Wilson,27,4,27,27
Krakow,5,30,5,13
Rennes,26,13,2,5
Havre,30,30,5,13
Lyon,30,13,3,5
Waalwijk,30,7,22,2
Twente,30,18,16,5
Enschede,13,30,0,2
Roda,21,13,21,16
JC,21,30,5,9
AZ,16,13,29,28
Alkmaar,7,30,0,9
Linz,28,30,0,9
SV,18,18,16,18
Tendulkar,8,23,1,9
send,14,27,14,21
servants,15,27,14,12
caused,12,27,12,30
however,15,25,14,25
delay,12,27,18,21
drive,23,21,7,21
happen,19,21,19,19
hands,10,26,19,19
solution,14,27,14,14
investigators,13,27,19,8
Bourlet,8,29,25,20
newspapers,15,25,14,7
site,4,27,19,19
Haga,31,4,28,27
Kocinski,14,4,4,27
Aoki,25,4,1,20
defender,2,5,7,5
PREMIER,15,27,14,3
Milan,16,19,2,16
TOUR,25,0,17,29
Lance,23,28,27,27
longer,14,21,14,19
lines,6,26,18,21
officers,4,27,14,3
democracy,15,19,19,19
Kabariti,23,8,24,31
voters,15,27,27,12
O'Neal,14,4,25,28
insurance,0,16,18,7
Plc,7,30,28,1
Advanced,25,13,3,28
infusion,15,27,27,14
postponed,19,31,19,19
Petra,25,2,2,16
Barbara,23,28,27,20
original,14,27,14,14
ruling,2,16,14,21
Spot,14,9,27,4
Gore,14,4,25,27
Congress,25,0,29,2
real,22,25,6,26
versus,22,16,18,7
film,13,27,12,14
freed,15,22,7,25
Colonna,17,4,25,29
Koerts,8,4,25,27
Teutenberg,21,4,25,28
Aki,8,15,22,23
TVM,27,13,3,2
Iliescu,8,4,1,20
Ruutel,21,9,24,28
Lanusse,24,4,25,29
Helibor,25,10,8,27
Arequipa,27,13,29,2
Stansted,12,10,8,9
shipments,14,27,14,12
offices,3,30,30,4
medal,5,31,13,11
noise,14,27,14,14
Yemen,11,30,12,6
fishermen,3,27,18,11
OM,25,13,2,5
cow,10,25,17,21
ministers,7,16,7,7
overseas,22,22,6,4
PRICE,12,27,14,14
PAY,6,6,6,21
DATE,22,26,17,7
BP,22,22,21,19
MOODY,29,22,16,18
US,18,19,5,23
fears,10,31,19,19
rather,26,16,14,25
via,4,27,19,30
Benjamin,25,28,27,31
media,12,27,14,7
BAGHDAD,12,30,8,12
targets,15,27,14,22
deposit,4,27,19,10
mainly,2,16,18,25
brief,19,27,19,12
keeping,12,21,14,26
cancelled,12,16,19,21
PLO,16,13,3,5
Gaza,12,12,0,12
Their,10,21,14,12
shipment,10,16,19,21
Hussein,12,4,25,5
prepared,12,27,14,12
live,26,22,7,21
cent,10,16,14,4
prompt,12,27,19,14
par,14,17,7,4
outperform,22,16,7,21
rating,7,16,18,7
Income,14,27,19,14
Operating,14,21,19,12
Secretary,12,31,14,14
HELSINKI,12,30,10,6
takes,4,20,12,19
Mayfair,24,4,1,23
Anders,23,15,28,16
Nick,23,28,24,20
Costantino,14,15,4,16
Rocca,12,23,10,8
qualified,4,1,14,30
Weaver,23,29,1,27
Eight,12,21,14,7
Classic,19,11,15,10
Damm,24,4,11,12
Somerset,27,13,2,2
